,emoji,synsets,synsets_names
2017,🕺🏽,"[""108179-N"", ""118389-A"", ""150714-A"", ""1457-N"", ""2149-N"", ""118913-A""]","[""ТАНЕЦ"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""ХОРЕОГРАФИЧЕСКОЕ ИСКУССТВО"", ""ЧЕЛОВЕК"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ""]"
2018,🕺🏾,"[""108179-N"", ""1457-N"", ""2149-N""]","[""ТАНЕЦ"", ""ХОРЕОГРАФИЧЕСКОЕ ИСКУССТВО"", ""ЧЕЛОВЕК""]"
2019,🕺🏿,"[""108179-N"", ""114855-N"", ""1457-N"", ""2149-N""]","[""ТАНЕЦ"", ""МРАК, ТЬМА"", ""ХОРЕОГРАФИЧЕСКОЕ ИСКУССТВО"", ""ЧЕЛОВЕК""]"
2020,🕴️,"[""108612-N"", ""106-N"", ""8444-N"", ""1256-N"", ""2149-N"", ""141427-N""]","[""КОСТЮМ (ОДЕЖДА)"", ""РУДА"", ""МАЛЬЧИК"", ""ОДЕЖДА"", ""ЧЕЛОВЕК"", ""ТЕАТРАЛЬНЫЙ КОСТЮМ""]"
2021,🕴,"[""108612-N"", ""106-N"", ""8444-N"", ""1256-N"", ""2149-N"", ""141427-N""]","[""КОСТЮМ (ОДЕЖДА)"", ""РУДА"", ""МАЛЬЧИК"", ""ОДЕЖДА"", ""ЧЕЛОВЕК"", ""ТЕАТРАЛЬНЫЙ КОСТЮМ""]"
2022,🕴🏻,"[""108612-N"", ""107646-N"", ""1256-N"", ""2149-N"", ""107237-N"", ""138572-N"", ""143901-N"", ""141427-N""]","[""КОСТЮМ (ОДЕЖДА)"", ""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ОДЕЖДА"", ""ЧЕЛОВЕК"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""ТЕАТРАЛЬНЫЙ КОСТЮМ""]"
2023,🕴🏼,"[""108612-N"", ""1256-N"", ""2149-N"", ""141427-N""]","[""КОСТЮМ (ОДЕЖДА)"", ""ОДЕЖДА"", ""ЧЕЛОВЕК"", ""ТЕАТРАЛЬНЫЙ КОСТЮМ""]"
2024,🕴🏽,"[""108612-N"", ""118389-A"", ""150714-A"", ""118913-A"", ""1256-N"", ""2149-N"", ""141427-N""]","[""КОСТЮМ (ОДЕЖДА)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ОДЕЖДА"", ""ЧЕЛОВЕК"", ""ТЕАТРАЛЬНЫЙ КОСТЮМ""]"
2025,🕴🏾,"[""108612-N"", ""1256-N"", ""2149-N"", ""141427-N""]","[""КОСТЮМ (ОДЕЖДА)"", ""ОДЕЖДА"", ""ЧЕЛОВЕК"", ""ТЕАТРАЛЬНЫЙ КОСТЮМ""]"
2026,🕴🏿,"[""108612-N"", ""114855-N"", ""1256-N"", ""2149-N"", ""141427-N""]","[""КОСТЮМ (ОДЕЖДА)"", ""МРАК, ТЬМА"", ""ОДЕЖДА"", ""ЧЕЛОВЕК"", ""ТЕАТРАЛЬНЫЙ КОСТЮМ""]"
2027,👯,"[""121700-N"", ""121689-N"", ""132556-N"", ""2149-N"", ""8443-N"", ""114152-N"", ""108179-N"", ""109623-N"", ""139718-V"", ""107404-V"", ""1457-N"", ""154022-N"", ""5727-N"", ""106935-V"", ""147583-N"", ""145664-N"", ""106811-V""]","[""БАЛЕТНЫЙ СПЕКТАКЛЬ"", ""БАЛЕТ (ИСКУССТВО)"", ""БАЛЕТНАЯ ТРУППА"", ""ЧЕЛОВЕК"", ""ДЕВУШКА"", ""УШНАЯ РАКОВИНА"", ""ТАНЕЦ"", ""ВЕЧЕРИНКА"", ""ДАТЬ В РЕЗУЛЬТАТЕ"", ""УДАРИТЬ, НАНЕСТИ УДАР"", ""ХОРЕОГРАФИЧЕСКОЕ ИСКУССТВО"", ""УХО ШАПКИ"", ""КРОЛИК"", ""ДАТЬ, ВРУЧИТЬ"", ""КРОЛИЧИЙ МЕХ"", ""ОРГАН СЛУХА"", ""ОТДАТЬ, ДАТЬ, ПРЕДОСТАВИТЬ""]"
2028,👯‍♂️,"[""5727-N"", ""153536-N"", ""114152-N"", ""147583-N"", ""138575-N"", ""145664-N"", ""2453-N"", ""154022-N""]","[""КРОЛИК"", ""ВЗРОСЛЫЙ МУЖЧИНА"", ""УШНАЯ РАКОВИНА"", ""КРОЛИЧИЙ МЕХ"", ""НАСТОЯЩИЙ МУЖЧИНА"", ""ОРГАН СЛУХА"", ""МУЖЧИНА, ЧЕЛОВЕК МУЖСКОГО ПОЛА"", ""УХО ШАПКИ""]"
2029,👯‍♂,"[""5727-N"", ""153536-N"", ""114152-N"", ""147583-N"", ""138575-N"", ""145664-N"", ""2453-N"", ""154022-N""]","[""КРОЛИК"", ""ВЗРОСЛЫЙ МУЖЧИНА"", ""УШНАЯ РАКОВИНА"", ""КРОЛИЧИЙ МЕХ"", ""НАСТОЯЩИЙ МУЖЧИНА"", ""ОРГАН СЛУХА"", ""МУЖЧИНА, ЧЕЛОВЕК МУЖСКОГО ПОЛА"", ""УХО ШАПКИ""]"
2030,👯‍♀️,"[""5727-N"", ""132890-N"", ""147583-N"", ""145664-N"", ""756-N"", ""154022-N"", ""114152-N""]","[""КРОЛИК"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""КРОЛИЧИЙ МЕХ"", ""ОРГАН СЛУХА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""УХО ШАПКИ"", ""УШНАЯ РАКОВИНА""]"
2031,👯‍♀,"[""5727-N"", ""132890-N"", ""147583-N"", ""145664-N"", ""756-N"", ""154022-N"", ""114152-N""]","[""КРОЛИК"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""КРОЛИЧИЙ МЕХ"", ""ОРГАН СЛУХА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""УХО ШАПКИ"", ""УШНАЯ РАКОВИНА""]"
2032,🧖,"[""107210-N"", ""124713-V"", ""131416-V"", ""2149-N"", ""115700-V"", ""145595-N"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""САУНА"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2033,🧖🏻,"[""107210-N"", ""107646-N"", ""131416-V"", ""2149-N"", ""114509-V"", ""115700-V"", ""107237-N"", ""138572-N"", ""143901-N"", ""154714-V"", ""133585-N"", ""124713-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПАРИТЬ, РЕЯТЬ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ""]"
2034,🧖🏼,"[""107210-N"", ""124713-V"", ""131416-V"", ""2149-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2035,🧖🏽,"[""107210-N"", ""118389-A"", ""150714-A"", ""118913-A"", ""124713-V"", ""131416-V"", ""2149-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2036,🧖🏾,"[""107210-N"", ""124713-V"", ""131416-V"", ""2149-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2037,🧖🏿,"[""107210-N"", ""124713-V"", ""131416-V"", ""2149-N"", ""114855-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""МРАК, ТЬМА"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2038,🧖‍♂️,"[""107210-N"", ""131416-V"", ""2149-N"", ""114509-V"", ""115700-V"", ""154714-V"", ""133585-N"", ""124713-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПАРИТЬ, РЕЯТЬ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ""]"
2039,🧖‍♂,"[""107210-N"", ""131416-V"", ""2149-N"", ""114509-V"", ""115700-V"", ""154714-V"", ""133585-N"", ""124713-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПАРИТЬ, РЕЯТЬ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ""]"
2040,🧖🏻‍♂️,"[""107210-N"", ""107646-N"", ""131416-V"", ""2149-N"", ""114509-V"", ""115700-V"", ""107237-N"", ""138572-N"", ""143901-N"", ""154714-V"", ""133585-N"", ""124713-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПАРИТЬ, РЕЯТЬ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ""]"
2041,🧖🏻‍♂,"[""107210-N"", ""107646-N"", ""131416-V"", ""2149-N"", ""114509-V"", ""115700-V"", ""107237-N"", ""138572-N"", ""143901-N"", ""154714-V"", ""133585-N"", ""124713-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПАРИТЬ, РЕЯТЬ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ""]"
2042,🧖🏼‍♂️,"[""107210-N"", ""124713-V"", ""131416-V"", ""2149-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2043,🧖🏼‍♂,"[""107210-N"", ""124713-V"", ""131416-V"", ""2149-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2044,🧖🏽‍♂️,"[""107210-N"", ""118389-A"", ""150714-A"", ""118913-A"", ""124713-V"", ""131416-V"", ""2149-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2045,🧖🏽‍♂,"[""107210-N"", ""118389-A"", ""150714-A"", ""118913-A"", ""124713-V"", ""131416-V"", ""2149-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2046,🧖🏾‍♂️,"[""107210-N"", ""124713-V"", ""131416-V"", ""2149-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2047,🧖🏾‍♂,"[""107210-N"", ""124713-V"", ""131416-V"", ""2149-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2048,🧖🏿‍♂️,"[""107210-N"", ""124713-V"", ""131416-V"", ""2149-N"", ""114855-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""МРАК, ТЬМА"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2049,🧖🏿‍♂,"[""107210-N"", ""124713-V"", ""131416-V"", ""2149-N"", ""114855-N"", ""115700-V"", ""154714-V"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ЧЕЛОВЕК"", ""МРАК, ТЬМА"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2050,🧖‍♀️,"[""107210-N"", ""132890-N"", ""131416-V"", ""114509-V"", ""115700-V"", ""154714-V"", ""756-N"", ""133585-N"", ""124713-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ПАРИТЬ, РЕЯТЬ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ""]"
2051,🧖‍♀,"[""107210-N"", ""132890-N"", ""131416-V"", ""114509-V"", ""115700-V"", ""154714-V"", ""756-N"", ""133585-N"", ""124713-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ПАРИТЬ, РЕЯТЬ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ""]"
2052,🧖🏻‍♀️,"[""107210-N"", ""107646-N"", ""132890-N"", ""131416-V"", ""114509-V"", ""115700-V"", ""107237-N"", ""138572-N"", ""143901-N"", ""154714-V"", ""756-N"", ""133585-N"", ""124713-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ПАРИТЬ, РЕЯТЬ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ""]"
2053,🧖🏻‍♀,"[""107210-N"", ""107646-N"", ""132890-N"", ""131416-V"", ""114509-V"", ""115700-V"", ""107237-N"", ""138572-N"", ""143901-N"", ""154714-V"", ""756-N"", ""133585-N"", ""124713-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ИСТОЧНИК ОСВЕЩЕНИЯ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ПАРИТЬ, РЕЯТЬ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""СВЕТ (ЛУЧИСТАЯ ЭНЕРГИЯ)"", ""СВЕТ ГЛАЗ"", ""ВЫСШИЙ СВЕТ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, ПРОПАРИТЬ""]"
2054,🧖🏼‍♀️,"[""107210-N"", ""132890-N"", ""124713-V"", ""131416-V"", ""115700-V"", ""154714-V"", ""756-N"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2055,🧖🏼‍♀,"[""107210-N"", ""132890-N"", ""124713-V"", ""131416-V"", ""115700-V"", ""154714-V"", ""756-N"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2056,🧖🏽‍♀️,"[""107210-N"", ""118389-A"", ""150714-A"", ""132890-N"", ""118913-A"", ""124713-V"", ""131416-V"", ""115700-V"", ""154714-V"", ""756-N"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2057,🧖🏽‍♀,"[""107210-N"", ""118389-A"", ""150714-A"", ""132890-N"", ""118913-A"", ""124713-V"", ""131416-V"", ""115700-V"", ""154714-V"", ""756-N"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОСРЕДСТВЕННЫЙ, СРЕДНИЙ"", ""СРЕДНИЙ ПО СВОЙСТВАМ, ПРИЗНАКАМ"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""СРЕДНИЙ, НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2058,🧖🏾‍♀️,"[""107210-N"", ""132890-N"", ""124713-V"", ""131416-V"", ""115700-V"", ""154714-V"", ""756-N"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
2059,🧖🏾‍♀,"[""107210-N"", ""132890-N"", ""124713-V"", ""131416-V"", ""115700-V"", ""154714-V"", ""756-N"", ""133585-N"", ""114509-V""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ПАРИТЬ, ПРОПАРИТЬ"", ""ПАРИТЬ, ДЫШАТЬ ЖАРОМ"", ""ПРИГОТОВЛЕНИЕ ПИЩИ НА ПАРУ"", ""ПАРИТЬ, ВЫДЕЛЯТЬ ПАР"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""ПАРИ (УСЛОВИЕ)"", ""ПАРИТЬ, РЕЯТЬ""]"
