,emoji,keywords
2621,👨🏽‍🤝‍👨🏾,"{""holding"": 104, ""hands"": 131, ""medium-dark"": 561, ""men"": 31, ""medium"": 566}"
2622,👨🏽‍🤝‍👨🏿,"{""holding"": 104, ""hands"": 131, ""men"": 31, ""medium"": 566, ""dark"": 564}"
2623,👨🏾‍🤝‍👨🏻,"{""holding"": 104, ""hands"": 131, ""light"": 566, ""medium-dark"": 561, ""men"": 31}"
2624,👨🏾‍🤝‍👨🏼,"{""holding"": 104, ""hands"": 131, ""medium-light"": 561, ""medium-dark"": 561, ""men"": 31}"
2625,👨🏾‍🤝‍👨🏽,"{""holding"": 104, ""hands"": 131, ""medium-dark"": 561, ""men"": 31, ""medium"": 566}"
2626,👬🏾,"{""holding"": 104, ""hands"": 131, ""medium-dark"": 561, ""men"": 31}"
2627,👨🏾‍🤝‍👨🏿,"{""holding"": 104, ""hands"": 131, ""medium-dark"": 561, ""men"": 31, ""dark"": 564}"
2628,👨🏿‍🤝‍👨🏻,"{""holding"": 104, ""hands"": 131, ""light"": 566, ""men"": 31, ""dark"": 564}"
2629,👨🏿‍🤝‍👨🏼,"{""holding"": 104, ""hands"": 131, ""medium-light"": 561, ""men"": 31, ""dark"": 564}"
2630,👨🏿‍🤝‍👨🏽,"{""holding"": 104, ""hands"": 131, ""men"": 31, ""medium"": 566, ""dark"": 564}"
2631,👨🏿‍🤝‍👨🏾,"{""holding"": 104, ""hands"": 131, ""medium-dark"": 561, ""men"": 31, ""dark"": 564}"
2632,👬🏿,"{""holding"": 104, ""hands"": 131, ""men"": 31, ""dark"": 564}"
2633,💏,"{""couple"": 207, ""kiss"": 206, ""kissing"": 8, ""gender"": 6, ""neutral"": 8}"
2634,💏🏻,"{""kiss"": 206, ""light"": 566}"
2635,💏🏼,"{""kiss"": 206, ""medium-light"": 561}"
2636,💏🏽,"{""kiss"": 206, ""medium"": 566}"
2637,💏🏾,"{""kiss"": 206, ""medium-dark"": 561}"
2638,💏🏿,"{""kiss"": 206, ""dark"": 564}"
2639,🧑🏻‍❤️‍💋‍🧑🏼,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""person"": 386}"
2640,🧑🏻‍❤‍💋‍🧑🏼,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""person"": 386}"
2641,🧑🏻‍❤️‍💋‍🧑🏽,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""medium"": 566}"
2642,🧑🏻‍❤‍💋‍🧑🏽,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""medium"": 566}"
2643,🧑🏻‍❤️‍💋‍🧑🏾,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""medium-dark"": 561}"
2644,🧑🏻‍❤‍💋‍🧑🏾,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""medium-dark"": 561}"
2645,🧑🏻‍❤️‍💋‍🧑🏿,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""dark"": 564}"
2646,🧑🏻‍❤‍💋‍🧑🏿,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""dark"": 564}"
2647,🧑🏼‍❤️‍💋‍🧑🏻,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""person"": 386}"
2648,🧑🏼‍❤‍💋‍🧑🏻,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""person"": 386}"
2649,🧑🏼‍❤️‍💋‍🧑🏽,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""medium"": 566}"
2650,🧑🏼‍❤‍💋‍🧑🏽,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""medium"": 566}"
2651,🧑🏼‍❤️‍💋‍🧑🏾,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""medium-dark"": 561}"
2652,🧑🏼‍❤‍💋‍🧑🏾,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""medium-dark"": 561}"
2653,🧑🏼‍❤️‍💋‍🧑🏿,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""dark"": 564}"
2654,🧑🏼‍❤‍💋‍🧑🏿,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""dark"": 564}"
2655,🧑🏽‍❤️‍💋‍🧑🏻,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""medium"": 566}"
2656,🧑🏽‍❤‍💋‍🧑🏻,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""medium"": 566}"
2657,🧑🏽‍❤️‍💋‍🧑🏼,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""medium"": 566}"
2658,🧑🏽‍❤‍💋‍🧑🏼,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""medium"": 566}"
2659,🧑🏽‍❤️‍💋‍🧑🏾,"{""kiss"": 206, ""person"": 386, ""medium-dark"": 561, ""medium"": 566}"
2660,🧑🏽‍❤‍💋‍🧑🏾,"{""kiss"": 206, ""person"": 386, ""medium-dark"": 561, ""medium"": 566}"
2661,🧑🏽‍❤️‍💋‍🧑🏿,"{""kiss"": 206, ""person"": 386, ""medium"": 566, ""dark"": 564}"
2662,🧑🏽‍❤‍💋‍🧑🏿,"{""kiss"": 206, ""person"": 386, ""medium"": 566, ""dark"": 564}"
2663,🧑🏾‍❤️‍💋‍🧑🏻,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""medium-dark"": 561}"
2664,🧑🏾‍❤‍💋‍🧑🏻,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""medium-dark"": 561}"
2665,🧑🏾‍❤️‍💋‍🧑🏼,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""medium-dark"": 561}"
2666,🧑🏾‍❤‍💋‍🧑🏼,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""medium-dark"": 561}"
2667,🧑🏾‍❤️‍💋‍🧑🏽,"{""kiss"": 206, ""person"": 386, ""medium-dark"": 561, ""medium"": 566}"
2668,🧑🏾‍❤‍💋‍🧑🏽,"{""kiss"": 206, ""person"": 386, ""medium-dark"": 561, ""medium"": 566}"
2669,🧑🏾‍❤️‍💋‍🧑🏿,"{""kiss"": 206, ""person"": 386, ""medium-dark"": 561, ""dark"": 564}"
2670,🧑🏾‍❤‍💋‍🧑🏿,"{""kiss"": 206, ""person"": 386, ""medium-dark"": 561, ""dark"": 564}"
2671,🧑🏿‍❤️‍💋‍🧑🏻,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""dark"": 564}"
2672,🧑🏿‍❤‍💋‍🧑🏻,"{""kiss"": 206, ""light"": 566, ""person"": 386, ""dark"": 564}"
2673,🧑🏿‍❤️‍💋‍🧑🏼,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""dark"": 564}"
2674,🧑🏿‍❤‍💋‍🧑🏼,"{""kiss"": 206, ""medium-light"": 561, ""person"": 386, ""dark"": 564}"
2675,🧑🏿‍❤️‍💋‍🧑🏽,"{""kiss"": 206, ""person"": 386, ""medium"": 566, ""dark"": 564}"
2676,🧑🏿‍❤‍💋‍🧑🏽,"{""kiss"": 206, ""person"": 386, ""medium"": 566, ""dark"": 564}"
2677,🧑🏿‍❤️‍💋‍🧑🏾,"{""kiss"": 206, ""person"": 386, ""medium-dark"": 561, ""dark"": 564}"
2678,🧑🏿‍❤‍💋‍🧑🏾,"{""kiss"": 206, ""person"": 386, ""medium-dark"": 561, ""dark"": 564}"
2679,👩‍❤️‍💋‍👨,"{""kiss"": 206, ""man"": 1003, ""woman"": 1012}"
2680,👩‍❤‍💋‍👨,"{""kiss"": 206, ""man"": 1003, ""woman"": 1012}"
2681,👩🏻‍❤️‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""woman"": 1012}"
2682,👩🏻‍❤‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""woman"": 1012}"
2683,👩🏻‍❤️‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""man"": 1003, ""woman"": 1012}"
2684,👩🏻‍❤‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""man"": 1003, ""woman"": 1012}"
2685,👩🏻‍❤️‍💋‍👨🏽,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2686,👩🏻‍❤‍💋‍👨🏽,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2687,👩🏻‍❤️‍💋‍👨🏾,"{""kiss"": 206, ""light"": 566, ""medium-dark"": 561, ""man"": 1003, ""woman"": 1012}"
2688,👩🏻‍❤‍💋‍👨🏾,"{""kiss"": 206, ""light"": 566, ""medium-dark"": 561, ""man"": 1003, ""woman"": 1012}"
2689,👩🏻‍❤️‍💋‍👨🏿,"{""kiss"": 206, ""light"": 566, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2690,👩🏻‍❤‍💋‍👨🏿,"{""kiss"": 206, ""light"": 566, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2691,👩🏼‍❤️‍💋‍👨🏻,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""man"": 1003, ""woman"": 1012}"
2692,👩🏼‍❤‍💋‍👨🏻,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""man"": 1003, ""woman"": 1012}"
2693,👩🏼‍❤️‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""woman"": 1012}"
2694,👩🏼‍❤‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""woman"": 1012}"
2695,👩🏼‍❤️‍💋‍👨🏽,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2696,👩🏼‍❤‍💋‍👨🏽,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2697,👩🏼‍❤️‍💋‍👨🏾,"{""kiss"": 206, ""medium-light"": 561, ""medium-dark"": 561, ""man"": 1003, ""woman"": 1012}"
2698,👩🏼‍❤‍💋‍👨🏾,"{""kiss"": 206, ""medium-light"": 561, ""medium-dark"": 561, ""man"": 1003, ""woman"": 1012}"
2699,👩🏼‍❤️‍💋‍👨🏿,"{""kiss"": 206, ""medium-light"": 561, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2700,👩🏼‍❤‍💋‍👨🏿,"{""kiss"": 206, ""medium-light"": 561, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2701,👩🏽‍❤️‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2702,👩🏽‍❤‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2703,👩🏽‍❤️‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2704,👩🏽‍❤‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2705,👩🏽‍❤️‍💋‍👨🏽,"{""kiss"": 206, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2706,👩🏽‍❤‍💋‍👨🏽,"{""kiss"": 206, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2707,👩🏽‍❤️‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2708,👩🏽‍❤‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2709,👩🏽‍❤️‍💋‍👨🏿,"{""kiss"": 206, ""woman"": 1012, ""man"": 1003, ""medium"": 566, ""dark"": 564}"
2710,👩🏽‍❤‍💋‍👨🏿,"{""kiss"": 206, ""woman"": 1012, ""man"": 1003, ""medium"": 566, ""dark"": 564}"
2711,👩🏾‍❤️‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""medium-dark"": 561, ""man"": 1003, ""woman"": 1012}"
2712,👩🏾‍❤‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""medium-dark"": 561, ""man"": 1003, ""woman"": 1012}"
2713,👩🏾‍❤️‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""medium-dark"": 561, ""man"": 1003, ""woman"": 1012}"
2714,👩🏾‍❤‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""medium-dark"": 561, ""man"": 1003, ""woman"": 1012}"
2715,👩🏾‍❤️‍💋‍👨🏽,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2716,👩🏾‍❤‍💋‍👨🏽,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""medium"": 566, ""woman"": 1012}"
2717,👩🏾‍❤️‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""woman"": 1012}"
2718,👩🏾‍❤‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""woman"": 1012}"
2719,👩🏾‍❤️‍💋‍👨🏿,"{""kiss"": 206, ""medium-dark"": 561, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2720,👩🏾‍❤‍💋‍👨🏿,"{""kiss"": 206, ""medium-dark"": 561, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2721,👩🏿‍❤️‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2722,👩🏿‍❤‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2723,👩🏿‍❤️‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2724,👩🏿‍❤‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2725,👩🏿‍❤️‍💋‍👨🏽,"{""kiss"": 206, ""woman"": 1012, ""man"": 1003, ""medium"": 566, ""dark"": 564}"
2726,👩🏿‍❤‍💋‍👨🏽,"{""kiss"": 206, ""woman"": 1012, ""man"": 1003, ""medium"": 566, ""dark"": 564}"
2727,👩🏿‍❤️‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2728,👩🏿‍❤‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2729,👩🏿‍❤️‍💋‍👨🏿,"{""kiss"": 206, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2730,👩🏿‍❤‍💋‍👨🏿,"{""kiss"": 206, ""woman"": 1012, ""man"": 1003, ""dark"": 564}"
2731,👨‍❤️‍💋‍👨,"{""kiss"": 206, ""man"": 1003}"
2732,👨‍❤‍💋‍👨,"{""kiss"": 206, ""man"": 1003}"
2733,👨🏻‍❤️‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""man"": 1003}"
2734,👨🏻‍❤‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""man"": 1003}"
2735,👨🏻‍❤️‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""man"": 1003}"
2736,👨🏻‍❤‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""man"": 1003}"
2737,👨🏻‍❤️‍💋‍👨🏽,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""medium"": 566}"
2738,👨🏻‍❤‍💋‍👨🏽,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""medium"": 566}"
2739,👨🏻‍❤️‍💋‍👨🏾,"{""kiss"": 206, ""light"": 566, ""medium-dark"": 561, ""man"": 1003}"
2740,👨🏻‍❤‍💋‍👨🏾,"{""kiss"": 206, ""light"": 566, ""medium-dark"": 561, ""man"": 1003}"
2741,👨🏻‍❤️‍💋‍👨🏿,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""dark"": 564}"
2742,👨🏻‍❤‍💋‍👨🏿,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""dark"": 564}"
2743,👨🏼‍❤️‍💋‍👨🏻,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""man"": 1003}"
2744,👨🏼‍❤‍💋‍👨🏻,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""man"": 1003}"
2745,👨🏼‍❤️‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003}"
2746,👨🏼‍❤‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003}"
2747,👨🏼‍❤️‍💋‍👨🏽,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""medium"": 566}"
2748,👨🏼‍❤‍💋‍👨🏽,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""medium"": 566}"
2749,👨🏼‍❤️‍💋‍👨🏾,"{""kiss"": 206, ""medium-light"": 561, ""medium-dark"": 561, ""man"": 1003}"
2750,👨🏼‍❤‍💋‍👨🏾,"{""kiss"": 206, ""medium-light"": 561, ""medium-dark"": 561, ""man"": 1003}"
2751,👨🏼‍❤️‍💋‍👨🏿,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""dark"": 564}"
2752,👨🏼‍❤‍💋‍👨🏿,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""dark"": 564}"
2753,👨🏽‍❤️‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""medium"": 566}"
2754,👨🏽‍❤‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""medium"": 566}"
2755,👨🏽‍❤️‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""medium"": 566}"
2756,👨🏽‍❤‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""medium"": 566}"
2757,👨🏽‍❤️‍💋‍👨🏽,"{""kiss"": 206, ""man"": 1003, ""medium"": 566}"
2758,👨🏽‍❤‍💋‍👨🏽,"{""kiss"": 206, ""man"": 1003, ""medium"": 566}"
2759,👨🏽‍❤️‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""medium"": 566}"
2760,👨🏽‍❤‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""medium"": 566}"
2761,👨🏽‍❤️‍💋‍👨🏿,"{""kiss"": 206, ""man"": 1003, ""medium"": 566, ""dark"": 564}"
2762,👨🏽‍❤‍💋‍👨🏿,"{""kiss"": 206, ""man"": 1003, ""medium"": 566, ""dark"": 564}"
2763,👨🏾‍❤️‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""medium-dark"": 561, ""man"": 1003}"
2764,👨🏾‍❤‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""medium-dark"": 561, ""man"": 1003}"
2765,👨🏾‍❤️‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""medium-dark"": 561, ""man"": 1003}"
2766,👨🏾‍❤‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""medium-dark"": 561, ""man"": 1003}"
2767,👨🏾‍❤️‍💋‍👨🏽,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""medium"": 566}"
2768,👨🏾‍❤‍💋‍👨🏽,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""medium"": 566}"
2769,👨🏾‍❤️‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003}"
2770,👨🏾‍❤‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003}"
2771,👨🏾‍❤️‍💋‍👨🏿,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""dark"": 564}"
2772,👨🏾‍❤‍💋‍👨🏿,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""dark"": 564}"
2773,👨🏿‍❤️‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""dark"": 564}"
2774,👨🏿‍❤‍💋‍👨🏻,"{""kiss"": 206, ""light"": 566, ""man"": 1003, ""dark"": 564}"
2775,👨🏿‍❤️‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""dark"": 564}"
2776,👨🏿‍❤‍💋‍👨🏼,"{""kiss"": 206, ""medium-light"": 561, ""man"": 1003, ""dark"": 564}"
2777,👨🏿‍❤️‍💋‍👨🏽,"{""kiss"": 206, ""man"": 1003, ""medium"": 566, ""dark"": 564}"
2778,👨🏿‍❤‍💋‍👨🏽,"{""kiss"": 206, ""man"": 1003, ""medium"": 566, ""dark"": 564}"
2779,👨🏿‍❤️‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""dark"": 564}"
2780,👨🏿‍❤‍💋‍👨🏾,"{""kiss"": 206, ""medium-dark"": 561, ""man"": 1003, ""dark"": 564}"
2781,👨🏿‍❤️‍💋‍👨🏿,"{""kiss"": 206, ""man"": 1003, ""dark"": 564}"
2782,👨🏿‍❤‍💋‍👨🏿,"{""kiss"": 206, ""man"": 1003, ""dark"": 564}"
2783,👩‍❤️‍💋‍👩,"{""kiss"": 206, ""woman"": 1012}"
2784,👩‍❤‍💋‍👩,"{""kiss"": 206, ""woman"": 1012}"
2785,👩🏻‍❤️‍💋‍👩🏻,"{""kiss"": 206, ""light"": 566, ""woman"": 1012}"
2786,👩🏻‍❤‍💋‍👩🏻,"{""kiss"": 206, ""light"": 566, ""woman"": 1012}"
2787,👩🏻‍❤️‍💋‍👩🏼,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""woman"": 1012}"
2788,👩🏻‍❤‍💋‍👩🏼,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""woman"": 1012}"
2789,👩🏻‍❤️‍💋‍👩🏽,"{""kiss"": 206, ""light"": 566, ""medium"": 566, ""woman"": 1012}"
2790,👩🏻‍❤‍💋‍👩🏽,"{""kiss"": 206, ""light"": 566, ""medium"": 566, ""woman"": 1012}"
2791,👩🏻‍❤️‍💋‍👩🏾,"{""kiss"": 206, ""light"": 566, ""medium-dark"": 561, ""woman"": 1012}"
2792,👩🏻‍❤‍💋‍👩🏾,"{""kiss"": 206, ""light"": 566, ""medium-dark"": 561, ""woman"": 1012}"
2793,👩🏻‍❤️‍💋‍👩🏿,"{""kiss"": 206, ""light"": 566, ""woman"": 1012, ""dark"": 564}"
2794,👩🏻‍❤‍💋‍👩🏿,"{""kiss"": 206, ""light"": 566, ""woman"": 1012, ""dark"": 564}"
2795,👩🏼‍❤️‍💋‍👩🏻,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""woman"": 1012}"
2796,👩🏼‍❤‍💋‍👩🏻,"{""kiss"": 206, ""medium-light"": 561, ""light"": 566, ""woman"": 1012}"
2797,👩🏼‍❤️‍💋‍👩🏼,"{""kiss"": 206, ""medium-light"": 561, ""woman"": 1012}"
2798,👩🏼‍❤‍💋‍👩🏼,"{""kiss"": 206, ""medium-light"": 561, ""woman"": 1012}"
2799,👩🏼‍❤️‍💋‍👩🏽,"{""kiss"": 206, ""medium-light"": 561, ""medium"": 566, ""woman"": 1012}"
2800,👩🏼‍❤‍💋‍👩🏽,"{""kiss"": 206, ""medium-light"": 561, ""medium"": 566, ""woman"": 1012}"
2801,👩🏼‍❤️‍💋‍👩🏾,"{""kiss"": 206, ""medium-light"": 561, ""medium-dark"": 561, ""woman"": 1012}"
2802,👩🏼‍❤‍💋‍👩🏾,"{""kiss"": 206, ""medium-light"": 561, ""medium-dark"": 561, ""woman"": 1012}"
2803,👩🏼‍❤️‍💋‍👩🏿,"{""kiss"": 206, ""medium-light"": 561, ""woman"": 1012, ""dark"": 564}"
2804,👩🏼‍❤‍💋‍👩🏿,"{""kiss"": 206, ""medium-light"": 561, ""woman"": 1012, ""dark"": 564}"
2805,👩🏽‍❤️‍💋‍👩🏻,"{""kiss"": 206, ""light"": 566, ""medium"": 566, ""woman"": 1012}"
2806,👩🏽‍❤‍💋‍👩🏻,"{""kiss"": 206, ""light"": 566, ""medium"": 566, ""woman"": 1012}"
2807,👩🏽‍❤️‍💋‍👩🏼,"{""kiss"": 206, ""medium-light"": 561, ""medium"": 566, ""woman"": 1012}"
2808,👩🏽‍❤‍💋‍👩🏼,"{""kiss"": 206, ""medium-light"": 561, ""medium"": 566, ""woman"": 1012}"
2809,👩🏽‍❤️‍💋‍👩🏽,"{""kiss"": 206, ""medium"": 566, ""woman"": 1012}"
2810,👩🏽‍❤‍💋‍👩🏽,"{""kiss"": 206, ""medium"": 566, ""woman"": 1012}"
2811,👩🏽‍❤️‍💋‍👩🏾,"{""kiss"": 206, ""medium-dark"": 561, ""medium"": 566, ""woman"": 1012}"
2812,👩🏽‍❤‍💋‍👩🏾,"{""kiss"": 206, ""medium-dark"": 561, ""medium"": 566, ""woman"": 1012}"
2813,👩🏽‍❤️‍💋‍👩🏿,"{""kiss"": 206, ""woman"": 1012, ""medium"": 566, ""dark"": 564}"
2814,👩🏽‍❤‍💋‍👩🏿,"{""kiss"": 206, ""woman"": 1012, ""medium"": 566, ""dark"": 564}"
